Country,ISO3,Year,Month,TRA_MEAS,TRA_COV,Total
Norway,NOR,2015,3,Passengers carried (departures),National transport,1258.591
Norway,NOR,2015,3,Passengers carried (departures),International transport,849.184
Norway,NOR,2015,3,Passengers carried (departures),International transport Intra-EU,
Norway,NOR,2015,3,Passengers carried (departures),International transport Extra-EU,
Norway,NOR,2015,2,Passengers carried,Total transport,2556.072
Norway,NOR,2015,2,Passengers carried,National transport,1122.487
Norway,NOR,2015,2,Passengers carried,International transport,1433.585
Norway,NOR,2015,2,Passengers carried,International transport Intra-EU,
Norway,NOR,2015,2,Passengers carried,International transport Extra-EU,
Norway,NOR,2015,2,Passengers carried (arrival),Total transport,1804.88
Norway,NOR,2015,2,Passengers carried (arrival),National transport,1097.696
Norway,NOR,2015,2,Passengers carried (arrival),International transport,707.184
Norway,NOR,2015,2,Passengers carried (arrival),International transport Intra-EU,
Norway,NOR,2015,2,Passengers carried (arrival),International transport Extra-EU,
Norway,NOR,2015,2,Passengers carried (departures),Total transport,1823.185
Norway,NOR,2015,2,Passengers carried (departures),National transport,1096.784
Norway,NOR,2015,2,Passengers carried (departures),International transport,726.401
Norway,NOR,2015,2,Passengers carried (departures),International transport Intra-EU,
Norway,NOR,2015,2,Passengers carried (departures),International transport Extra-EU,
Norway,NOR,2015,1,Passengers carried,Total transport,2424.874
Norway,NOR,2015,1,Passengers carried,National transport,1071.358
Norway,NOR,2015,1,Passengers carried,International transport,1353.516
Norway,NOR,2015,1,Passengers carried,International transport Intra-EU,
Norway,NOR,2015,1,Passengers carried,International transport Extra-EU,
Norway,NOR,2015,1,Passengers carried (arrival),Total transport,1749.73
Norway,NOR,2015,1,Passengers carried (arrival),National transport,1048.454
Norway,NOR,2015,1,Passengers carried (arrival),International transport,701.276
Norway,NOR,2015,1,Passengers carried (arrival),International transport Intra-EU,
Norway,NOR,2015,1,Passengers carried (arrival),International transport Extra-EU,
Norway,NOR,2015,1,Passengers carried (departures),Total transport,1697.878
Norway,NOR,2015,1,Passengers carried (departures),National transport,1045.638
Norway,NOR,2015,1,Passengers carried (departures),International transport,652.24
Norway,NOR,2015,1,Passengers carried (departures),International transport Intra-EU,
Norway,NOR,2015,1,Passengers carried (departures),International transport Extra-EU,
Norway,NOR,2014,12,Passengers carried,Total transport,2511.454
Norway,NOR,2014,12,Passengers carried,National transport,1075.043
Norway,NOR,2014,12,Passengers carried,International transport,1436.411
Norway,NOR,2014,12,Passengers carried,International transport Intra-EU,
Norway,NOR,2014,12,Passengers carried,International transport Extra-EU,
Norway,NOR,2014,12,Passengers carried (arrival),Total transport,1701.009
Norway,NOR,2014,12,Passengers carried (arrival),National transport,1019.052
Norway,NOR,2014,12,Passengers carried (arrival),International transport,681.957
Norway,NOR,2014,12,Passengers carried (arrival),International transport Intra-EU,
Norway,NOR,2014,12,Passengers carried (arrival),International transport Extra-EU,
Norway,NOR,2014,12,Passengers carried (departures),Total transport,1775.968
Norway,NOR,2014,12,Passengers carried (departures),National transport,1021.514
Norway,NOR,2014,12,Passengers carried (departures),International transport,754.454
Norway,NOR,2014,12,Passengers carried (departures),International transport Intra-EU,
Norway,NOR,2014,12,Passengers carried (departures),International transport Extra-EU,
Norway,NOR,2014,11,Passengers carried,Total transport,2809.41
Norway,NOR,2014,11,Passengers carried,National transport,1289.432
Norway,NOR,2014,11,Passengers carried,International transport,1519.978
Norway,NOR,2014,11,Passengers carried,International transport Intra-EU,
Norway,NOR,2014,11,Passengers carried,International transport Extra-EU,
Norway,NOR,2014,11,Passengers carried (arrival),Total transport,1996.87
Norway,NOR,2014,11,Passengers carried (arrival),National transport,1224.208
Norway,NOR,2014,11,Passengers carried (arrival),International transport,772.662
Norway,NOR,2014,11,Passengers carried (arrival),International transport Intra-EU,
Norway,NOR,2014,11,Passengers carried (arrival),International transport Extra-EU,
Norway,NOR,2014,11,Passengers carried (departures),Total transport,1970.658
Norway,NOR,2014,11,Passengers carried (departures),National transport,1223.342
Norway,NOR,2014,11,Passengers carried (departures),International transport,747.316
Norway,NOR,2014,11,Passengers carried (departures),International transport Intra-EU,
Norway,NOR,2014,11,Passengers carried (departures),International transport Extra-EU,
Norway,NOR,2014,10,Passengers carried,Total transport,3393.742
Norway,NOR,2014,10,Passengers carried,National transport,1433.62
Norway,NOR,2014,10,Passengers carried,International transport,1960.122
Norway,NOR,2014,10,Passengers carried,International transport Intra-EU,
Norway,NOR,2014,10,Passengers carried,International transport Extra-EU,
Norway,NOR,2014,10,Passengers carried (arrival),Total transport,2366.261
Norway,NOR,2014,10,Passengers carried (arrival),National transport,1361.075
Norway,NOR,2014,10,Passengers carried (arrival),International transport,1005.186
Norway,NOR,2014,10,Passengers carried (arrival),International transport Intra-EU,
Norway,NOR,2014,10,Passengers carried (arrival),International transport Extra-EU,
Norway,NOR,2014,10,Passengers carried (departures),Total transport,2313.759
Norway,NOR,2014,10,Passengers carried (departures),National transport,1358.823
Norway,NOR,2014,10,Passengers carried (departures),International transport,954.936
Norway,NOR,2014,10,Passengers carried (departures),International transport Intra-EU,
Norway,NOR,2014,10,Passengers carried (departures),International transport Extra-EU,
Norway,NOR,2014,9,Passengers carried,Total transport,3448.621
Norway,NOR,2014,9,Passengers carried,National transport,1387.525
Norway,NOR,2014,9,Passengers carried,International transport,2061.096
Norway,NOR,2014,9,Passengers carried,International transport Intra-EU,
Norway,NOR,2014,9,Passengers carried,International transport Extra-EU,
Norway,NOR,2014,9,Passengers carried (arrival),Total transport,2302.892
Norway,NOR,2014,9,Passengers carried (arrival),National transport,1317.047
Norway,NOR,2014,9,Passengers carried (arrival),International transport,985.845
Norway,NOR,2014,9,Passengers carried (arrival),International transport Intra-EU,
Norway,NOR,2014,9,Passengers carried (arrival),International transport Extra-EU,
Norway,NOR,2014,9,Passengers carried (departures),Total transport,2389.914
Norway,NOR,2014,9,Passengers carried (departures),National transport,1314.663
Norway,NOR,2014,9,Passengers carried (departures),International transport,1075.251
Norway,NOR,2014,9,Passengers carried (departures),International transport Intra-EU,
Norway,NOR,2014,9,Passengers carried (departures),International transport Extra-EU,
Norway,NOR,2014,8,Passengers carried,Total transport,3510.699
Norway,NOR,2014,8,Passengers carried,National transport,1265.887
Norway,NOR,2014,8,Passengers carried,International transport,2244.812
Norway,NOR,2014,8,Passengers carried,International transport Intra-EU,
Norway,NOR,2014,8,Passengers carried,International transport Extra-EU,
Norway,NOR,2014,8,Passengers carried (arrival),Total transport,2412.401
Norway,NOR,2014,8,Passengers carried (arrival),National transport,1199.203
Norway,NOR,2014,8,Passengers carried (arrival),International transport,1213.198
Norway,NOR,2014,8,Passengers carried (arrival),International transport Intra-EU,
Norway,NOR,2014,8,Passengers carried (arrival),International transport Extra-EU,
Norway,NOR,2014,8,Passengers carried (departures),Total transport,2223.23
Norway,NOR,2014,8,Passengers carried (departures),National transport,1191.616
Norway,NOR,2014,8,Passengers carried (departures),International transport,1031.614
Norway,NOR,2014,8,Passengers carried (departures),International transport Intra-EU,
Norway,NOR,2014,8,Passengers carried (departures),International transport Extra-EU,
Norway,NOR,2014,7,Passengers carried,Total transport,3832.517
Norway,NOR,2014,7,Passengers carried,National transport,1116.66
Norway,NOR,2014,7,Passengers carried,International transport,2715.857
Norway,NOR,2014,7,Passengers carried,International transport Intra-EU,
Norway,NOR,2014,7,Passengers carried,International transport Extra-EU,
Norway,NOR,2014,7,Passengers carried (arrival),Total transport,2418.576
Norway,NOR,2014,7,Passengers carried (arrival),National transport,1048.691
Norway,NOR,2014,7,Passengers carried (arrival),International transport,1369.885
Norway,NOR,2014,7,Passengers carried (arrival),International transport Intra-EU,
Norway,NOR,2014,7,Passengers carried (arrival),International transport Extra-EU,
Norway,NOR,2014,7,Passengers carried (departures),Total transport,2395.165
Norway,NOR,2014,7,Passengers carried (departures),National transport,1049.193
Norway,NOR,2014,7,Passengers carried (departures),International transport,1345.972
Norway,NOR,2014,7,Passengers carried (departures),International transport Intra-EU,
Norway,NOR,2014,7,Passengers carried (departures),International transport Extra-EU,
Norway,NOR,2014,6,Passengers carried,Total transport,3781.196
Norway,NOR,2014,6,Passengers carried,National transport,1451.492
Norway,NOR,2014,6,Passengers carried,International transport,2329.704
Norway,NOR,2014,6,Passengers carried,International transport Intra-EU,
Norway,NOR,2014,6,Passengers carried,International transport Extra-EU,
Norway,NOR,2014,6,Passengers carried (arrival),Total transport,2460.624
Norway,NOR,2014,6,Passengers carried (arrival),National transport,1375.7
Norway,NOR,2014,6,Passengers carried (arrival),International transport,1084.924
Norway,NOR,2014,6,Passengers carried (arrival),International transport Intra-EU,
Norway,NOR,2014,6,Passengers carried (arrival),International transport Extra-EU,
Norway,NOR,2014,6,Passengers carried (departures),Total transport,2619.667
Norway,NOR,2014,6,Passengers carried (departures),National transport,1374.887
Norway,NOR,2014,6,Passengers carried (departures),International transport,1244.78
Norway,NOR,2014,6,Passengers carried (departures),International transport Intra-EU,
Norway,NOR,2014,6,Passengers carried (departures),International transport Extra-EU,
Norway,NOR,2014,5,Passengers carried,Total transport,3256.373
Norway,NOR,2014,5,Passengers carried,National transport,1342.241
Norway,NOR,2014,5,Passengers carried,International transport,1914.132
Norway,NOR,2014,5,Passengers carried,International transport Intra-EU,
Norway,NOR,2014,5,Passengers carried,International transport Extra-EU,
Norway,NOR,2014,5,Passengers carried (arrival),Total transport,2233.265
Norway,NOR,2014,5,Passengers carried (arrival),National transport,1274.241
Norway,NOR,2014,5,Passengers carried (arrival),International transport,959.024
Norway,NOR,2014,5,Passengers carried (arrival),International transport Intra-EU,
Norway,NOR,2014,5,Passengers carried (arrival),International transport Extra-EU,
Norway,NOR,2014,5,Passengers carried (departures),Total transport,2227.621
Norway,NOR,2014,5,Passengers carried (departures),National transport,1272.513
