"ADM_name","ISO3","Name_short","Date_b19","Date_e19","Date_b18","Date_e18","Date_b17","Date_e17","Date_b16","Date_e16","Date_b15","Date_e15","Date_b14","Date_e14","Date_b13","Date_e13","Date_b12","Date_e12","Date_b11","Date_e11","Date_b10","Date_e10","Date_b09","Date_e09"
"Tonga","TON","break between school years/terms",2019-12-07,2020-01-19,2018-12-09,2019-01-20,2017-12-09,2018-01-19,2016-12-07,2017-01-19,2015-12-07,2016-01-17,2014-12-07,2015-01-18,2013-12-07,2014-01-19,2012-12-08,2013-01-19,2011-12-07,2012-01-19,2010-12-07,2011-01-19,2009-12-07,2010-01-17
"Trinidad and Tobago","TTO","summer holiday",2019-07-06,2019-09-01,2018-07-07,2018-09-01,2017-07-08,2017-09-01,2016-07-06,2016-09-01,2015-07-06,2015-08-30,2014-07-06,2014-08-31,2013-07-06,2013-09-01,2012-07-07,2012-09-01,2011-07-06,2011-09-01,2010-07-06,2010-09-01,2009-07-06,2009-08-30
"Tunisia","TUN","summer holiday",2019-06-29,2019-09-17,2018-06-30,2018-09-16,2017-07-01,2017-09-17,2016-06-29,2016-09-17,2015-06-29,2015-09-17,2014-06-29,2014-09-17,2013-06-29,2013-09-15,2012-06-30,2012-09-16,2011-06-29,2011-09-17,2010-06-29,2010-09-17,2009-06-29,2009-09-17
"Turkey","TUR","summer holiday",2019-06-15,2019-09-15,2018-06-16,2018-09-15,2017-06-17,2017-09-15,2016-06-15,2016-09-15,2015-06-15,2015-09-13,2014-06-15,2014-09-14,2013-06-15,2013-09-15,2012-06-16,2012-09-15,2011-06-15,2011-09-15,2010-06-15,2010-09-15,2009-06-15,2009-09-13
"Turkmenistan","TKM","break between school years/terms",2019-06-22,2019-09-08,2018-06-23,2018-09-08,2017-06-24,2017-09-08,2016-06-22,2016-09-08,2015-06-22,2015-09-06,2014-06-22,2014-09-07,2013-06-22,2013-09-08,2012-06-23,2012-09-08,2011-06-22,2011-09-08,2010-06-22,2010-09-08,2009-06-22,2009-09-06
"Turkmenistan","TKM","autumn holiday",2019-11-16,2019-11-24,2018-11-17,2018-11-24,2017-11-18,2017-11-24,2016-11-16,2016-11-24,2015-11-16,2015-11-22,2014-11-16,2014-11-23,2013-11-16,2013-11-24,2012-11-17,2012-11-24,2011-11-16,2011-11-24,2010-11-16,2010-11-24,2009-11-16,2009-11-22
"Turks & Caicos (Islands)","TCA","summer holiday",2019-06-29,2019-09-05,2018-06-30,2018-09-05,2017-07-01,2017-09-03,2016-06-29,2016-09-04,2015-06-29,2015-09-05,2014-06-29,2014-09-05,2013-06-29,2013-09-05,2012-06-30,2012-09-05,2011-06-29,2011-09-04,2010-06-29,2010-09-05,2009-06-29,2009-09-05
"Uganda","UGA","break between school years/terms",2019-05-04,2019-05-26,2018-05-05,2018-05-26,2017-05-06,2017-05-26,2016-05-04,2016-05-26,2015-05-04,2015-05-24,2014-05-04,2014-05-25,2013-05-04,2013-05-26,2012-05-05,2012-05-26,2011-05-04,2011-05-26,2010-05-04,2010-05-26,2009-05-04,2009-05-24
"Uganda","UGA","summer holiday",2019-08-24,2019-09-15,2018-08-25,2018-09-15,2017-08-26,2017-09-15,2016-08-24,2016-09-15,2015-08-24,2015-09-13,2014-08-24,2014-09-14,2013-08-24,2013-09-15,2012-08-25,2012-09-15,2011-08-24,2011-09-15,2010-08-24,2010-09-15,2009-08-24,2009-09-13
"Uganda","UGA","break between school years/terms",2019-11-30,2020-02-02,2018-12-01,2019-02-02,2017-12-02,2018-02-02,2016-11-30,2017-02-02,2015-11-30,2016-01-31,2014-11-30,2015-02-01,2013-11-30,2014-02-02,2012-12-01,2013-02-02,2011-11-30,2012-02-02,2010-11-30,2011-02-02,2009-11-30,2010-01-31
"Ukraine","UKR","autumn holiday",2019-11-02,2019-11-10,2018-11-03,2018-11-10,2017-11-04,2017-11-10,2016-11-02,2016-11-10,2015-11-02,2015-11-08,2014-11-02,2014-11-09,2013-11-02,2013-11-10,2012-11-03,2012-11-10,2011-11-02,2011-11-10,2010-11-02,2010-11-10,2009-11-02,2009-11-08
"Ukraine","UKR","summer holiday",2019-05-26,2019-09-01,2018-05-26,2018-09-01,2017-05-27,2017-09-01,2016-05-28,2016-09-01,2015-05-26,2015-08-30,2014-05-26,2014-08-31,2013-05-26,2013-09-01,2012-05-26,2012-09-01,2011-05-28,2011-09-01,2010-05-26,2010-09-01,2009-05-26,2009-08-30
"United Arab Emirates (UAE)","ARE","break between school years/terms",2019-08-03,2019-08-31,2018-08-04,2018-08-31,2017-08-05,2017-08-31,2016-08-03,2016-08-31,2015-08-03,2015-08-30,2014-08-03,2014-08-31,2013-08-03,2013-08-31,2012-08-04,2012-08-31,2011-08-03,2011-08-31,2010-08-03,2010-08-29,2009-08-03,2009-08-30
"United Kingdom","GBR","summer holiday",2019-07-13,2019-09-01,2018-07-14,2018-09-01,2017-07-15,2017-09-01,2016-07-13,2016-09-01,2015-07-13,2015-08-30,2014-07-13,2014-08-31,2013-07-13,2013-09-01,2012-07-14,2012-09-01,2011-07-13,2011-09-01,2010-07-13,2010-09-01,2009-07-13,2009-08-30
"United States","USA","summer holiday",2019-06-27,2019-09-05,2018-06-27,2018-09-05,2017-06-27,2017-09-03,2016-06-27,2016-09-04,2015-06-27,2015-09-05,2014-06-28,2014-09-05,2013-06-29,2013-09-05,2012-06-27,2012-09-05,2011-06-27,2011-09-04,2010-06-27,2010-09-05,2009-06-27,2009-09-05
"Uruguay","URY","summer holiday",2019-12-18,2020-03-01,2018-12-18,2019-03-01,2017-12-18,2018-03-01,2016-12-18,2017-03-01,2015-12-19,2016-02-28,2014-12-20,2015-03-01,2013-12-18,2014-03-01,2012-12-18,2013-03-01,2011-12-18,2012-03-01,2010-12-18,2011-02-27,2009-12-19,2010-02-28
"Uzbekistan","UZB","autumn holiday",2019-10-12,2019-10-20,2018-10-13,2018-10-20,2017-10-14,2017-10-20,2016-10-12,2016-10-20,2015-10-12,2015-10-18,2014-10-12,2014-10-19,2013-10-12,2013-10-20,2012-10-13,2012-10-20,2011-10-12,2011-10-20,2010-10-12,2010-10-20,2009-10-12,2009-10-18
"Uzbekistan","UZB","summer holiday",2019-06-13,2019-08-14,2018-06-13,2018-08-12,2017-06-13,2017-08-13,2016-06-13,2016-08-14,2015-06-13,2015-08-14,2014-06-14,2014-08-14,2013-06-15,2013-08-14,2012-06-13,2012-08-12,2011-06-13,2011-08-14,2010-06-13,2010-08-14,2009-06-13,2009-08-14
"Vanuatu","VUT","break between school years/terms",2019-05-06,2019-05-17,2018-05-06,2018-05-17,2017-05-06,2017-05-17,2016-05-07,2016-05-15,2015-05-06,2015-05-17,2014-05-06,2014-05-17,2013-05-06,2013-05-17,2012-05-06,2012-05-17,2011-05-07,2011-05-15,2010-05-08,2010-05-16,2009-05-06,2009-05-17
"Vanuatu","VUT","break between school years/terms",2019-08-19,2019-08-30,2018-08-19,2018-08-30,2017-08-19,2017-08-30,2016-08-20,2016-08-28,2015-08-19,2015-08-30,2014-08-19,2014-08-30,2013-08-19,2013-08-30,2012-08-19,2012-08-30,2011-08-20,2011-08-28,2010-08-21,2010-08-29,2009-08-19,2009-08-30
"Vanuatu","VUT","break between school years/terms",2019-12-02,2020-02-02,2018-12-02,2019-02-02,2017-12-02,2018-02-02,2016-12-03,2017-02-02,2015-12-02,2016-01-31,2014-12-02,2015-02-01,2013-12-02,2014-02-02,2012-12-02,2013-02-02,2011-12-03,2012-02-02,2010-12-04,2011-02-02,2009-12-02,2010-01-31
"Venezuela","VEN","summer holiday",2019-07-24,2019-09-08,2018-07-24,2018-09-08,2017-07-24,2017-09-08,2016-07-24,2016-09-08,2015-07-25,2015-09-06,2014-07-26,2014-09-07,2013-07-24,2013-09-08,2012-07-24,2012-09-08,2011-07-24,2011-09-08,2010-07-24,2010-09-08,2009-07-25,2009-09-06
"VietNam","VNM","summer holiday",2019-05-23,2019-07-28,2018-05-23,2018-07-28,2017-05-23,2017-07-28,2016-05-23,2016-07-28,2015-05-23,2015-07-26,2014-05-24,2014-07-27,2013-05-25,2013-07-28,2012-05-23,2012-07-28,2011-05-23,2011-07-28,2010-05-23,2010-07-28,2009-05-23,2009-07-26
"Virgin Islands","VIR","summer holiday",2019-06-24,2019-09-01,2018-06-24,2018-09-01,2017-06-24,2017-09-01,2016-06-25,2016-09-01,2015-06-24,2015-08-30,2014-06-24,2014-08-31,2013-06-24,2013-09-01,2012-06-24,2012-09-01,2011-06-25,2011-09-01,2010-06-26,2010-09-01,2009-06-24,2009-08-30
"Wallis & Futuna","WLF","winter holiday",2019-06-08,2019-06-23,2018-06-09,2018-06-23,2017-06-10,2017-06-23,2016-06-08,2016-06-23,2015-06-08,2015-06-21,2014-06-08,2014-06-22,2013-06-08,2013-06-23,2012-06-09,2012-06-23,2011-06-08,2011-06-23,2010-06-08,2010-06-23,2009-06-08,2009-06-21
"Yemen","YEM","break between school years/terms",2019-07-20,2019-09-27,2018-07-21,2018-09-27,2017-07-22,2017-09-27,2016-07-20,2016-09-25,2015-07-20,2015-09-27,2014-07-20,2014-09-27,2013-07-20,2013-09-27,2012-07-21,2012-09-27,2011-07-20,2011-09-25,2010-07-20,2010-09-26,2009-07-20,2009-09-27
"Zambia","ZMB","winter holiday",2019-08-12,2019-09-06,2018-08-12,2018-09-06,2017-08-12,2017-09-06,2016-08-13,2016-09-04,2015-08-12,2015-09-06,2014-08-12,2014-09-06,2013-08-12,2013-09-06,2012-08-12,2012-09-06,2011-08-13,2011-09-04,2010-08-14,2010-09-05,2009-08-12,2009-09-06
"Zambia","ZMB","break between school years/terms",2019-04-15,2019-05-10,2018-04-15,2018-05-10,2017-04-15,2017-05-10,2016-04-16,2016-05-08,2015-04-15,2015-05-10,2014-04-15,2014-05-10,2013-04-15,2013-05-10,2012-04-15,2012-05-10,2011-04-16,2011-05-08,2010-04-17,2010-05-09,2009-04-15,2009-05-10
"Zambia","ZMB","summer holiday",2019-12-09,2020-01-10,2018-12-09,2019-01-10,2017-12-09,2018-01-10,2016-12-10,2017-01-08,2015-12-09,2016-01-10,2014-12-09,2015-01-10,2013-12-09,2014-01-10,2012-12-09,2013-01-10,2011-12-10,2012-01-08,2010-12-11,2011-01-09,2009-12-09,2010-01-10
"Zimbabwe","ZWE","break between school years/terms",2019-03-30,2019-05-05,2018-03-31,2018-05-06,2017-04-01,2017-05-05,2016-03-30,2016-05-05,2015-03-30,2015-05-03,2014-03-30,2014-05-04,2013-03-30,2013-05-05,2012-03-31,2012-05-05,2011-03-30,2011-05-05,2010-03-30,2010-05-05,2009-03-30,2009-05-03
"Zimbabwe","ZWE","break between school years/terms",2019-08-10,2019-09-10,2018-07-28,2018-09-02,2017-08-12,2017-09-10,2016-08-10,2016-09-10,2015-08-10,2015-09-10,2014-08-10,2014-09-10,2013-08-10,2013-09-08,2012-08-11,2012-09-09,2011-08-10,2011-09-10,2010-08-10,2010-09-10,2009-08-10,2009-09-10
"Zimbabwe","ZWE","break between school years/terms",2019-12-07,2020-01-08,2018-12-08,2019-01-06,2017-12-09,2018-01-07,2016-12-07,2017-01-08,2015-12-07,2016-01-08,2014-12-07,2015-01-08,2013-12-07,2014-01-08,2012-12-08,2013-01-06,2011-12-07,2012-01-08,2010-12-07,2011-01-08,2009-12-07,2010-01-08
